DATA,AVAYALOGIN,SUPERVISOR,SEGMENTO,STATUS,TEMPODECASA,TURNO,ATENDIDAS,RECH,TMA,TALKTIME,ACW,TRANSF,AVALIADAS,PROMOTORAS,NEUTRAS,DETRATORAS
2024-01-01,5510103,Supervisor 2,Segmento 3,Ativo,até 30 dias,Manhã,34,2,338,301,37,0,0,0,0,0
2024-01-17,5510103,Supervisor 2,Segmento 3,Ativo,até 30 dias,Manhã,48,6,330,265,65,0,10,9,1,0
2024-02-08,5510103,Supervisor 2,Segmento 3,Ativo,até 30 dias,Manhã,33,3,166,120,46,0,1,0,1,0
2024-02-26,5510103,Supervisor 2,Segmento 3,Ativo,até 30 dias,Manhã,41,0,424,322,102,0,4,1,3,0
2024-01-24,5510103,Supervisor 2,Segmento 3,Ativo,até 30 dias,Manhã,51,1,358,251,107,7,10,5,5,0
2024-02-27,5510103,Supervisor 2,Segmento 3,Ativo,até 30 dias,Manhã,46,1,146,134,12,1,0,0,0,0
2024-03-26,5510103,Supervisor 2,Segmento 3,Ativo,até 30 dias,Manhã,50,0,320,238,82,2,4,4,0,0
2024-03-19,5510103,Supervisor 2,Segmento 3,Ativo,até 30 dias,Manhã,50,2,284,203,81,2,0,0,0,0
2024-03-06,5510103,Supervisor 2,Segmento 3,Ativo,até 30 dias,Manhã,41,3,316,284,32,4,2,0,2,0
2024-03-12,5510103,Supervisor 2,Segmento 3,Ativo,até 30 dias,Manhã,30,0,438,344,94,2,0,0,0,0
2024-01-19,5510103,Supervisor 2,Segmento 3,Ativo,até 30 dias,Manhã,34,2,125,116,9,2,6,6,0,0
2024-02-16,5510103,Supervisor 2,Segmento 3,Ativo,até 30 dias,Manhã,37,2,480,389,91,5,1,1,0,0
2024-01-10,5510103,Supervisor 2,Segmento 3,Ativo,até 30 dias,Manhã,38,0,281,214,67,5,1,1,0,0
2024-01-09,5510103,Supervisor 2,Segmento 3,Ativo,até 30 dias,Manhã,46,4,124,104,20,0,10,7,2,1
2024-03-14,5510103,Supervisor 2,Segmento 3,Ativo,até 30 dias,Manhã,58,10,244,172,72,1,4,1,2,1
2024-01-18,5510103,Supervisor 2,Segmento 3,Ativo,até 30 dias,Manhã,22,0,318,272,46,0,4,4,0,0
2024-03-20,5510103,Supervisor 2,Segmento 3,Ativo,até 30 dias,Manhã,39,0,145,101,44,0,3,2,1,0
2024-01-04,5510103,Supervisor 2,Segmento 3,Ativo,até 30 dias,Manhã,36,6,390,350,40,1,5,5,0,0
2024-02-28,5510103,Supervisor 2,Segmento 3,Ativo,até 30 dias,Manhã,38,8,417,354,63,3,5,5,0,0
2024-01-23,5510103,Supervisor 2,Segmento 3,Ativo,até 30 dias,Manhã,23,0,391,277,114,1,1,0,1,0
2024-02-20,5510103,Supervisor 2,Segmento 3,Ativo,até 30 dias,Manhã,26,3,300,223,77,0,0,0,0,0
2024-03-22,5510103,Supervisor 2,Segmento 3,Ativo,até 30 dias,Manhã,43,0,277,210,67,0,1,1,0,0
2024-02-05,5510103,Supervisor 2,Segmento 3,Ativo,até 30 dias,Manhã,24,2,366,343,23,1,1,0,1,0
2024-01-15,5510103,Supervisor 2,Segmento 3,Ativo,até 30 dias,Manhã,30,0,418,340,78,0,3,1,2,0
2024-01-26,5510103,Supervisor 2,Segmento 3,Ativo,até 30 dias,Manhã,52,2,262,208,54,2,16,15,1,0
2024-02-01,5510103,Supervisor 2,Segmento 3,Ativo,até 30 dias,Manhã,36,1,460,384,76,0,12,7,4,1
2024-01-29,5510103,Supervisor 2,Segmento 3,Ativo,até 30 dias,Manhã,60,2,372,347,25,5,7,7,0,0
2024-02-23,5510103,Supervisor 2,Segmento 3,Ativo,até 30 dias,Manhã,56,2,273,257,16,4,0,0,0,0
2024-01-02,5510103,Supervisor 2,Segmento 3,Ativo,até 30 dias,Manhã,56,6,293,267,26,4,7,6,1,0
2024-03-18,5510103,Supervisor 2,Segmento 3,Ativo,até 30 dias,Manhã,38,7,406,286,120,1,7,5,2,0
2024-03-29,5510103,Supervisor 2,Segmento 3,Ativo,até 30 dias,Manhã,56,3,351,292,59,1,11,5,4,2
2024-03-28,5510103,Supervisor 2,Segmento 3,Ativo,até 30 dias,Manhã,26,3,182,146,36,3,3,2,1,0
2024-02-14,5510103,Supervisor 2,Segmento 3,Ativo,até 30 dias,Manhã,47,6,149,130,19,0,5,3,2,0
2024-03-25,5510103,Supervisor 2,Segmento 3,Ativo,até 30 dias,Manhã,36,2,456,393,63,1,7,2,3,2
2024-02-09,5510103,Supervisor 2,Segmento 3,Ativo,até 30 dias,Manhã,42,6,349,272,77,0,6,3,2,1
2024-03-15,5510103,Supervisor 2,Segmento 3,Ativo,até 30 dias,Manhã,51,2,262,234,28,3,3,2,1,0
2024-01-16,5510103,Supervisor 2,Segmento 3,Ativo,até 30 dias,Manhã,42,7,148,108,40,2,0,0,0,0
2024-02-12,5510103,Supervisor 2,Segmento 3,Ativo,até 30 dias,Manhã,43,2,251,214,37,0,5,3,2,0
2024-02-21,5510103,Supervisor 2,Segmento 3,Ativo,até 30 dias,Manhã,44,3,371,283,88,5,5,4,1,0
2024-03-01,5510103,Supervisor 2,Segmento 3,Ativo,até 30 dias,Manhã,50,6,227,172,55,1,0,0,0,0
2024-02-02,5510103,Supervisor 2,Segmento 3,Ativo,até 30 dias,Manhã,41,2,294,275,19,3,5,5,0,0
2024-01-05,5510103,Supervisor 2,Segmento 3,Ativo,até 30 dias,Manhã,53,2,363,289,74,2,15,6,7,2
2024-03-11,5510103,Supervisor 2,Segmento 3,Ativo,até 30 dias,Manhã,30,6,326,230,96,1,8,3,3,2
2024-01-11,5510103,Supervisor 2,Segmento 3,Ativo,até 30 dias,Manhã,31,6,468,429,39,0,9,9,0,0
2024-03-04,5510103,Supervisor 2,Segmento 3,Ativo,até 30 dias,Manhã,32,0,148,139,9,1,6,4,2,0
2024-03-05,5510103,Supervisor 2,Segmento 3,Ativo,até 30 dias,Manhã,50,7,468,389,79,1,2,2,0,0
2024-01-25,5510103,Supervisor 2,Segmento 3,Ativo,até 30 dias,Manhã,57,1,468,377,91,2,2,1,1,0
2024-02-22,5510103,Supervisor 2,Segmento 3,Ativo,até 30 dias,Manhã,42,1,430,308,122,1,7,6,1,0
2024-02-15,5510103,Supervisor 2,Segmento 3,Ativo,até 30 dias,Manhã,33,2,143,100,43,0,4,1,3,0
2024-02-06,5510103,Supervisor 2,Segmento 3,Ativo,até 30 dias,Manhã,33,7,273,206,67,3,2,1,1,0
2024-03-21,5510103,Supervisor 2,Segmento 3,Ativo,até 30 dias,Manhã,26,0,476,378,98,1,9,3,6,0
2024-03-27,5510103,Supervisor 2,Segmento 3,Ativo,até 30 dias,Manhã,31,2,335,309,26,0,8,4,3,1
2024-01-03,5510103,Supervisor 2,Segmento 3,Ativo,até 30 dias,Manhã,58,8,342,317,25,0,20,10,10,0
2024-01-12,5510103,Supervisor 2,Segmento 3,Ativo,até 30 dias,Manhã,32,0,308,262,46,1,9,5,4,0
2024-02-29,5510103,Supervisor 2,Segmento 3,Ativo,até 30 dias,Manhã,33,2,216,181,35,1,6,4,2,0
2024-03-07,5510103,Supervisor 2,Segmento 3,Ativo,até 30 dias,Manhã,53,6,244,199,45,2,10,4,4,2
2024-01-31,5510104,Supervisor 2,Segmento 3,Férias,até 30 dias,Madrugada,9,0,352,297,55,1,0,0,0,0
2024-03-20,5510104,Supervisor 2,Segmento 3,Férias,até 30 dias,Madrugada,15,0,337,273,64,1,5,4,1,0
2024-03-25,5510104,Supervisor 2,Segmento 3,Férias,até 30 dias,Madrugada,19,1,369,312,57,0,0,0,0,0
2024-03-18,5510105,Supervisor 2,Segmento 3,Ativo,até 6 meses,Madrugada,14,0,303,236,67,0,0,0,0,0
2024-03-19,5510105,Supervisor 2,Segmento 3,Ativo,até 6 meses,Madrugada,7,0,285,235,50,0,0,0,0,0
2024-01-15,5510105,Supervisor 2,Segmento 3,Ativo,até 6 meses,Madrugada,12,2,143,125,18,1,0,0,0,0
2024-02-14,5510105,Supervisor 2,Segmento 3,Ativo,até 6 meses,Madrugada,7,1,304,244,60,0,0,0,0,0
2024-02-13,5510105,Supervisor 2,Segmento 3,Ativo,até 6 meses,Madrugada,10,2,478,453,25,1,0,0,0,0
2024-02-12,5510105,Supervisor 2,Segmento 3,Ativo,até 6 meses,Madrugada,12,3,444,383,61,0,1,0,1,0
2024-01-23,5510105,Supervisor 2,Segmento 3,Ativo,até 6 meses,Madrugada,10,0,201,188,13,1,0,0,0,0
2024-03-25,5510105,Supervisor 2,Segmento 3,Ativo,até 6 meses,Madrugada,18,1,291,223,68,1,0,0,0,0
2024-03-11,5510105,Supervisor 2,Segmento 3,Ativo,até 6 meses,Madrugada,10,1,163,153,10,0,0,0,0,0
2024-02-16,5510105,Supervisor 2,Segmento 3,Ativo,até 6 meses,Madrugada,13,0,152,137,15,0,0,0,0,0
2024-02-02,5510105,Supervisor 2,Segmento 3,Ativo,até 6 meses,Madrugada,14,0,281,249,32,0,2,2,0,0
2024-02-23,5510105,Supervisor 2,Segmento 3,Ativo,até 6 meses,Madrugada,6,0,366,293,73,0,1,1,0,0
2024-01-08,5510105,Supervisor 2,Segmento 3,Ativo,até 6 meses,Madrugada,18,1,251,232,19,1,2,1,1,0
2024-01-04,5510105,Supervisor 2,Segmento 3,Ativo,até 6 meses,Madrugada,5,0,211,164,47,0,1,1,0,0
2024-01-25,5510105,Supervisor 2,Segmento 3,Ativo,até 6 meses,Madrugada,20,1,174,153,21,0,0,0,0,0
2024-01-02,5510105,Supervisor 2,Segmento 3,Ativo,até 6 meses,Madrugada,14,0,315,224,91,0,4,4,0,0
2024-02-08,5510105,Supervisor 2,Segmento 3,Ativo,até 6 meses,Madrugada,16,0,405,300,105,1,2,0,2,0
2024-03-15,5510105,Supervisor 2,Segmento 3,Ativo,até 6 meses,Madrugada,13,0,273,252,21,0,2,0,2,0
2024-03-04,5510105,Supervisor 2,Segmento 3,Ativo,até 6 meses,Madrugada,20,0,391,326,65,0,0,0,0,0
2024-03-27,5510105,Supervisor 2,Segmento 3,Ativo,até 6 meses,Madrugada,12,1,210,168,42,0,0,0,0,0
2024-02-22,5510105,Supervisor 2,Segmento 3,Ativo,até 6 meses,Madrugada,13,0,270,199,71,0,3,3,0,0
2024-03-06,5510105,Supervisor 2,Segmento 3,Ativo,até 6 meses,Madrugada,19,0,339,282,57,0,4,4,0,0
2024-03-14,5510105,Supervisor 2,Segmento 3,Ativo,até 6 meses,Madrugada,12,2,359,286,73,0,0,0,0,0
2024-02-29,5510105,Supervisor 2,Segmento 3,Ativo,até 6 meses,Madrugada,19,2,139,98,41,0,1,1,0,0
2024-01-29,5510105,Supervisor 2,Segmento 3,Ativo,até 6 meses,Madrugada,22,0,349,323,26,0,2,1,1,0
2024-01-16,5510105,Supervisor 2,Segmento 3,Ativo,até 6 meses,Madrugada,18,1,367,301,66,0,0,0,0,0
2024-03-28,5510105,Supervisor 2,Segmento 3,Ativo,até 6 meses,Madrugada,24,1,403,358,45,0,0,0,0,0
2024-01-09,5510105,Supervisor 2,Segmento 3,Ativo,até 6 meses,Madrugada,25,1,176,139,37,0,7,6,1,0
2024-02-26,5510105,Supervisor 2,Segmento 3,Ativo,até 6 meses,Madrugada,11,1,263,235,28,0,0,0,0,0
2024-03-20,5510105,Supervisor 2,Segmento 3,Ativo,até 6 meses,Madrugada,16,2,266,231,35,1,4,1,3,0
2024-01-19,5510105,Supervisor 2,Segmento 3,Ativo,até 6 meses,Madrugada,10,0,295,262,33,0,1,0,1,0
2024-01-05,5510105,Supervisor 2,Segmento 3,Ativo,até 6 meses,Madrugada,22,1,303,249,54,0,2,2,0,0
2024-03-26,5510105,Supervisor 2,Segmento 3,Ativo,até 6 meses,Madrugada,25,1,354,253,101,2,1,1,0,0
2024-03-12,5510105,Supervisor 2,Segmento 3,Ativo,até 6 meses,Madrugada,17,1,159,128,31,1,2,2,0,0
2024-02-15,5510105,Supervisor 2,Segmento 3,Ativo,até 6 meses,Madrugada,11,0,187,167,20,0,0,0,0,0
2024-01-01,5510105,Supervisor 2,Segmento 3,Ativo,até 6 meses,Madrugada,9,2,195,145,50,1,0,0,0,0
2024-01-12,5510105,Supervisor 2,Segmento 3,Ativo,até 6 meses,Madrugada,17,0,433,350,83,1,5,5,0,0
2024-02-09,5510105,Supervisor 2,Segmento 3,Ativo,até 6 meses,Madrugada,22,5,267,246,21,0,3,2,1,0
2024-01-11,5510105,Supervisor 2,Segmento 3,Ativo,até 6 meses,Madrugada,22,1,243,221,22,2,0,0,0,0
2024-01-03,5510105,Supervisor 2,Segmento 3,Ativo,até 6 meses,Madrugada,5,0,235,205,30,0,0,0,0,0
2024-01-31,5510105,Supervisor 2,Segmento 3,Ativo,até 6 meses,Madrugada,6,0,360,285,75,0,0,0,0,0
2024-02-07,5510105,Supervisor 2,Segmento 3,Ativo,até 6 meses,Madrugada,25,2,403,364,39,0,1,0,1,0
2024-03-29,5510105,Supervisor 2,Segmento 3,Ativo,até 6 meses,Madrugada,19,1,178,169,9,0,0,0,0,0
2024-02-19,5510105,Supervisor 2,Segmento 3,Ativo,até 6 meses,Madrugada,8,2,287,266,21,0,0,0,0,0
2024-03-01,5510105,Supervisor 2,Segmento 3,Ativo,até 6 meses,Madrugada,22,1,277,195,82,0,0,0,0,0
2024-02-05,5510105,Supervisor 2,Segmento 3,Ativo,até 6 meses,Madrugada,19,1,234,174,60,0,5,2,2,1
2024-03-22,5510105,Supervisor 2,Segmento 3,Ativo,até 6 meses,Madrugada,16,0,216,168,48,0,1,1,0,0
2024-02-06,5510105,Supervisor 2,Segmento 3,Ativo,até 6 meses,Madrugada,5,0,226,213,13,0,1,0,1,0
2024-01-10,5510105,Supervisor 2,Segmento 3,Ativo,até 6 meses,Madrugada,16,2,172,125,47,0,0,0,0,0
2024-03-21,5510105,Supervisor 2,Segmento 3,Ativo,até 6 meses,Madrugada,13,2,154,120,34,0,0,0,0,0
2024-01-22,5510105,Supervisor 2,Segmento 3,Ativo,até 6 meses,Madrugada,20,1,315,264,51,2,1,1,0,0
2024-02-01,5510105,Supervisor 2,Segmento 3,Ativo,até 6 meses,Madrugada,6,0,465,368,97,0,0,0,0,0
2024-01-26,5510105,Supervisor 2,Segmento 3,Ativo,até 6 meses,Madrugada,16,1,143,115,28,0,0,0,0,0
2024-02-21,5510105,Supervisor 2,Segmento 3,Ativo,até 6 meses,Madrugada,24,4,164,120,44,0,3,2,1,0
2024-03-13,5510105,Supervisor 2,Segmento 3,Ativo,até 6 meses,Madrugada,11,0,338,266,72,0,2,2,0,0
2024-02-27,5510105,Supervisor 2,Segmento 3,Ativo,até 6 meses,Madrugada,16,4,180,142,38,1,2,1,1,0
2024-01-24,5510105,Supervisor 2,Segmento 3,Ativo,até 6 meses,Madrugada,25,1,393,319,74,1,3,1,2,0
2024-03-08,5510105,Supervisor 2,Segmento 3,Ativo,até 6 meses,Madrugada,9,1,199,179,20,0,2,2,0,0
2024-03-08,5510106,Supervisor 6,Segmento 2,Férias,mais de 1 ano,Noite,10,1,133,113,20,0,1,0,1,0
2024-02-13,5510107,Supervisor 7,Segmento 4,Afastado,até 6 meses,Madrugada,20,3,141,124,17,1,4,4,0,0
2024-03-18,5510107,Supervisor 7,Segmento 4,Afastado,até 6 meses,Madrugada,11,0,302,226,76,0,2,2,0,0
2024-03-22,5510107,Supervisor 7,Segmento 4,Afastado,até 6 meses,Madrugada,11,0,408,332,76,0,1,0,1,0
2024-02-02,5510107,Supervisor 7,Segmento 4,Afastado,até 6 meses,Madrugada,16,1,190,137,53,1,3,2,1,0
2024-02-07,5510107,Supervisor 7,Segmento 4,Afastado,até 6 meses,Madrugada,21,0,336,280,56,0,1,0,1,0
2024-02-14,5510107,Supervisor 7,Segmento 4,Afastado,até 6 meses,Madrugada,20,2,203,160,43,1,4,1,2,1
2024-01-26,5510107,Supervisor 7,Segmento 4,Afastado,até 6 meses,Madrugada,22,5,350,297,53,0,2,2,0,0
2024-02-09,5510107,Supervisor 7,Segmento 4,Afastado,até 6 meses,Madrugada,24,1,183,129,54,0,0,0,0,0
2024-01-03,5510107,Supervisor 7,Segmento 4,Afastado,até 6 meses,Madrugada,24,2,252,192,60,1,0,0,0,0
2024-03-12,5510107,Supervisor 7,Segmento 4,Afastado,até 6 meses,Madrugada,13,1,218,166,52,1,3,3,0,0
2024-02-01,5510108,Supervisor 7,Segmento 4,Ativo,até 1 ano,Madrugada,22,0,240,205,35,0,1,0,1,0
2024-01-17,5510108,Supervisor 7,Segmento 4,Ativo,até 1 ano,Madrugada,15,0,258,211,47,1,0,0,0,0
2024-01-18,5510108,Supervisor 7,Segmento 4,Ativo,até 1 ano,Madrugada,20,1,350,264,86,1,4,4,0,0
2024-01-05,5510108,Supervisor 7,Segmento 4,Ativo,até 1 ano,Madrugada,18,1,127,118,9,1,3,2,1,0
2024-02-28,5510108,Supervisor 7,Segmento 4,Ativo,até 1 ano,Madrugada,8,1,270,216,54,0,2,1,1,0
2024-02-14,5510108,Supervisor 7,Segmento 4,Ativo,até 1 ano,Madrugada,18,0,281,260,21,1,1,1,0,0
2024-03-01,5510108,Supervisor 7,Segmento 4,Ativo,até 1 ano,Madrugada,19,0,413,351,62,0,2,1,1,0
2024-01-02,5510108,Supervisor 7,Segmento 4,Ativo,até 1 ano,Madrugada,24,1,461,325,136,1,1,1,0,0
2024-02-07,5510108,Supervisor 7,Segmento 4,Ativo,até 1 ano,Madrugada,22,1,241,205,36,2,4,4,0,0
2024-03-04,5510108,Supervisor 7,Segmento 4,Ativo,até 1 ano,Madrugada,9,1,336,289,47,0,1,0,1,0
2024-03-19,5510108,Supervisor 7,Segmento 4,Ativo,até 1 ano,Madrugada,12,1,374,286,88,0,0,0,0,0
2024-03-06,5510108,Supervisor 7,Segmento 4,Ativo,até 1 ano,Madrugada,14,1,330,243,87,0,1,0,1,0
2024-03-05,5510108,Supervisor 7,Segmento 4,Ativo,até 1 ano,Madrugada,7,1,331,303,28,0,1,0,1,0
2024-02-06,5510108,Supervisor 7,Segmento 4,Ativo,até 1 ano,Madrugada,24,4,162,113,49,1,5,4,1,0
2024-01-26,5510108,Supervisor 7,Segmento 4,Ativo,até 1 ano,Madrugada,15,1,139,99,40,1,1,1,0,0
2024-01-04,5510108,Supervisor 7,Segmento 4,Ativo,até 1 ano,Madrugada,25,0,451,351,100,1,5,5,0,0
2024-01-29,5510108,Supervisor 7,Segmento 4,Ativo,até 1 ano,Madrugada,6,0,200,145,55,0,1,0,1,0
2024-02-26,5510108,Supervisor 7,Segmento 4,Ativo,até 1 ano,Madrugada,19,1,153,140,13,0,2,0,2,0
2024-02-22,5510108,Supervisor 7,Segmento 4,Ativo,até 1 ano,Madrugada,16,0,328,251,77,0,6,4,2,0
2024-02-20,5510108,Supervisor 7,Segmento 4,Ativo,até 1 ano,Madrugada,14,2,463,372,91,0,2,0,2,0
2024-02-12,5510108,Supervisor 7,Segmento 4,Ativo,até 1 ano,Madrugada,11,1,464,423,41,0,1,1,0,0
2024-03-14,5510108,Supervisor 7,Segmento 4,Ativo,até 1 ano,Madrugada,22,3,295,232,63,2,2,2,0,0
2024-03-11,5510108,Supervisor 7,Segmento 4,Ativo,até 1 ano,Madrugada,6,0,464,364,100,0,0,0,0,0
2024-01-19,5510108,Supervisor 7,Segmento 4,Ativo,até 1 ano,Madrugada,8,1,238,167,71,0,1,1,0,0
2024-02-29,5510108,Supervisor 7,Segmento 4,Ativo,até 1 ano,Madrugada,14,1,236,178,58,0,2,1,1,0
2024-03-20,5510108,Supervisor 7,Segmento 4,Ativo,até 1 ano,Madrugada,21,3,474,408,66,0,3,2,1,0
2024-02-15,5510108,Supervisor 7,Segmento 4,Ativo,até 1 ano,Madrugada,13,1,260,241,19,0,2,0,2,0
2024-02-13,5510108,Supervisor 7,Segmento 4,Ativo,até 1 ano,Madrugada,18,2,158,111,47,1,2,0,2,0
2024-02-19,5510108,Supervisor 7,Segmento 4,Ativo,até 1 ano,Madrugada,23,0,314,269,45,0,3,2,1,0
2024-01-01,5510108,Supervisor 7,Segmento 4,Ativo,até 1 ano,Madrugada,24,0,212,163,49,0,2,1,1,0
2024-03-27,5510108,Supervisor 7,Segmento 4,Ativo,até 1 ano,Madrugada,16,2,237,181,56,1,0,0,0,0
2024-02-08,5510108,Supervisor 7,Segmento 4,Ativo,até 1 ano,Madrugada,25,0,266,199,67,0,7,7,0,0
2024-01-16,5510108,Supervisor 7,Segmento 4,Ativo,até 1 ano,Madrugada,21,3,453,341,112,0,4,3,1,0
2024-01-30,5510108,Supervisor 7,Segmento 4,Ativo,até 1 ano,Madrugada,15,4,455,422,33,0,1,0,1,0
2024-01-31,5510108,Supervisor 7,Segmento 4,Ativo,até 1 ano,Madrugada,21,0,156,116,40,0,2,2,0,0
2024-02-09,5510108,Supervisor 7,Segmento 4,Ativo,até 1 ano,Madrugada,15,1,403,333,70,0,3,1,2,0
2024-03-12,5510108,Supervisor 7,Segmento 4,Ativo,até 1 ano,Madrugada,6,0,347,245,102,0,0,0,0,0
2024-01-10,5510108,Supervisor 7,Segmento 4,Ativo,até 1 ano,Madrugada,17,1,347,278,69,2,1,0,1,0
2024-02-27,5510108,Supervisor 7,Segmento 4,Ativo,até 1 ano,Madrugada,15,0,373,317,56,0,0,0,0,0
2024-03-08,5510108,Supervisor 7,Segmento 4,Ativo,até 1 ano,Madrugada,19,3,373,322,51,0,4,4,0,0
2024-03-26,5510108,Supervisor 7,Segmento 4,Ativo,até 1 ano,Madrugada,17,0,385,298,87,0,6,6,0,0
2024-02-16,5510108,Supervisor 7,Segmento 4,Ativo,até 1 ano,Madrugada,21,3,411,303,108,0,0,0,0,0
2024-01-23,5510108,Supervisor 7,Segmento 4,Ativo,até 1 ano,Madrugada,8,1,173,134,39,0,1,1,0,0
2024-03-21,5510108,Supervisor 7,Segmento 4,Ativo,até 1 ano,Madrugada,8,1,234,175,59,0,0,0,0,0
2024-01-22,5510108,Supervisor 7,Segmento 4,Ativo,até 1 ano,Madrugada,7,0,448,347,101,0,2,1,1,0
2024-03-18,5510108,Supervisor 7,Segmento 4,Ativo,até 1 ano,Madrugada,19,2,145,106,39,0,1,1,0,0
2024-01-12,5510108,Supervisor 7,Segmento 4,Ativo,até 1 ano,Madrugada,14,2,387,335,52,1,0,0,0,0
2024-01-03,5510108,Supervisor 7,Segmento 4,Ativo,até 1 ano,Madrugada,16,0,286,216,70,0,3,1,2,0
2024-01-15,5510108,Supervisor 7,Segmento 4,Ativo,até 1 ano,Madrugada,24,2,230,212,18,3,3,1,2,0
2024-02-21,5510108,Supervisor 7,Segmento 4,Ativo,até 1 ano,Madrugada,25,1,374,288,86,3,2,1,1,0
2024-03-15,5510108,Supervisor 7,Segmento 4,Ativo,até 1 ano,Madrugada,15,0,298,220,78,0,1,0,1,0
2024-02-02,5510109,Supervisor 7,Segmento 4,Ativo,até 6 meses,Madrugada,8,0,298,215,83,0,0,0,0,0
2024-01-17,5510109,Supervisor 7,Segmento 4,Ativo,até 6 meses,Madrugada,25,3,186,176,10,0,2,1,1,0
2024-01-26,5510109,Supervisor 7,Segmento 4,Ativo,até 6 meses,Madrugada,7,1,355,309,46,0,0,0,0,0
2024-03-18,5510109,Supervisor 7,Segmento 4,Ativo,até 6 meses,Madrugada,13,0,161,112,49,0,1,1,0,0
2024-02-27,5510109,Supervisor 7,Segmento 4,Ativo,até 6 meses,Madrugada,16,2,322,254,68,0,4,4,0,0
2024-03-27,5510109,Supervisor 7,Segmento 4,Ativo,até 6 meses,Madrugada,14,0,292,204,88,0,1,0,1,0
2024-01-23,5510109,Supervisor 7,Segmento 4,Ativo,até 6 meses,Madrugada,6,1,338,300,38,0,0,0,0,0
2024-03-25,5510109,Supervisor 7,Segmento 4,Ativo,até 6 meses,Madrugada,18,3,291,219,72,1,0,0,0,0
2024-02-22,5510109,Supervisor 7,Segmento 4,Ativo,até 6 meses,Madrugada,15,1,204,170,34,0,0,0,0,0
2024-01-24,5510109,Supervisor 7,Segmento 4,Ativo,até 6 meses,Madrugada,25,3,196,165,31,0,0,0,0,0
2024-03-12,5510109,Supervisor 7,Segmento 4,Ativo,até 6 meses,Madrugada,20,0,341,272,69,0,3,1,2,0
2024-03-11,5510109,Supervisor 7,Segmento 4,Ativo,até 6 meses,Madrugada,23,0,181,147,34,2,7,5,2,0
2024-03-15,5510109,Supervisor 7,Segmento 4,Ativo,até 6 meses,Madrugada,11,1,331,268,63,0,3,2,1,0
2024-01-10,5510109,Supervisor 7,Segmento 4,Ativo,até 6 meses,Madrugada,7,0,429,392,37,0,1,1,0,0
2024-02-21,5510109,Supervisor 7,Segmento 4,Ativo,até 6 meses,Madrugada,19,4,380,352,28,0,4,4,0,0
2024-03-04,5510109,Supervisor 7,Segmento 4,Ativo,até 6 meses,Madrugada,22,1,348,329,19,1,3,1,2,0
2024-02-20,5510109,Supervisor 7,Segmento 4,Ativo,até 6 meses,Madrugada,23,0,286,218,68,2,0,0,0,0
2024-03-29,5510109,Supervisor 7,Segmento 4,Ativo,até 6 meses,Madrugada,8,0,230,183,47,0,0,0,0,0
2024-02-28,5510109,Supervisor 7,Segmento 4,Ativo,até 6 meses,Madrugada,17,2,387,364,23,0,1,1,0,0
2024-03-26,5510109,Supervisor 7,Segmento 4,Ativo,até 6 meses,Madrugada,14,0,448,340,108,0,1,0,1,0
2024-01-29,5510109,Supervisor 7,Segmento 4,Ativo,até 6 meses,Madrugada,8,1,447,339,108,0,0,0,0,0
2024-02-29,5510109,Supervisor 7,Segmento 4,Ativo,até 6 meses,Madrugada,25,0,306,222,84,2,4,1,3,0
2024-03-07,5510109,Supervisor 7,Segmento 4,Ativo,até 6 meses,Madrugada,13,0,275,222,53,0,1,0,1,0
2024-03-20,5510109,Supervisor 7,Segmento 4,Ativo,até 6 meses,Madrugada,8,0,435,332,103,0,0,0,0,0
2024-03-06,5510109,Supervisor 7,Segmento 4,Ativo,até 6 meses,Madrugada,24,2,342,306,36,0,2,1,1,0
2024-01-16,5510109,Supervisor 7,Segmento 4,Ativo,até 6 meses,Madrugada,25,0,269,209,60,0,6,2,4,0
2024-03-21,5510109,Supervisor 7,Segmento 4,Ativo,até 6 meses,Madrugada,20,1,431,331,100,1,7,2,3,2
2024-03-28,5510109,Supervisor 7,Segmento 4,Ativo,até 6 meses,Madrugada,5,1,403,297,106,0,0,0,0,0
2024-02-19,5510109,Supervisor 7,Segmento 4,Ativo,até 6 meses,Madrugada,20,4,479,373,106,1,0,0,0,0
2024-03-08,5510109,Supervisor 7,Segmento 4,Ativo,até 6 meses,Madrugada,12,0,307,219,88,1,1,1,0,0
2024-01-01,5510109,Supervisor 7,Segmento 4,Ativo,até 6 meses,Madrugada,9,1,444,414,30,0,2,1,1,0
2024-01-12,5510109,Supervisor 7,Segmento 4,Ativo,até 6 meses,Madrugada,10,0,426,359,67,0,3,1,2,0
2024-02-13,5510109,Supervisor 7,Segmento 4,Ativo,até 6 meses,Madrugada,13,1,194,157,37,1,1,1,0,0
2024-02-08,5510109,Supervisor 7,Segmento 4,Ativo,até 6 meses,Madrugada,18,1,435,376,59,0,2,1,1,0
2024-02-12,5510109,Supervisor 7,Segmento 4,Ativo,até 6 meses,Madrugada,7,0,180,131,49,0,1,0,1,0
2024-01-30,5510109,Supervisor 7,Segmento 4,Ativo,até 6 meses,Madrugada,8,1,308,277,31,0,0,0,0,0
2024-01-03,5510109,Supervisor 7,Segmento 4,Ativo,até 6 meses,Madrugada,21,4,373,283,90,0,2,2,0,0
2024-02-07,5510109,Supervisor 7,Segmento 4,Ativo,até 6 meses,Madrugada,9,1,477,351,126,0,3,3,0,0
